Click on the link below to verify your email and confirm the appointment,Click on the link below to verify your email and confirm the appointment,
Click to add email / phone,Click to add email / phone,
Close,Close,
Close Issue After Days,Close Issue After Days,
Close Loan,Close Loan,
Close Replied Opportunity After Days,Close Replied Opportunity After Days,
Close the POS,Close the POS,
Closed,Closed,
Closed Document,Closed Document,
Closed Documents,Closed Documents,
Closed Work Order can not be stopped or Re-opened,Closed Work Order can not be stopped or Re-opened,
Closed order cannot be cancelled. Unclose to cancel.,Closed order cannot be cancelled. Unclose to cancel.,
Closing,Closing,
Closing (Cr),Closing (Cr),
Closing (Dr),Closing (Dr),
Closing (Opening + Total),Closing (Opening + Total),
Closing Account Head,Closing Account Head,
Closing Account {0} must be of type Liability / Equity,Closing Account {0} must be of type Liability / Equity,
Closing Amount,Closing Amount,
Closing Balance,Closing Balance,
Closing Balance as per Bank Statement,Closing Balance as per Bank Statement,
Closing Balance as per ERP,Closing Balance as per ERP,
Closing Date,Closing Date,
Closing Stock Balance,Closing Stock Balance,
Closing Text,Closing Text,
Code,Code,
Code List,Code List,
Collapse All,Collapse All,
Collect Progress,Collect Progress,
Collection Factor (=1 LP),Collection Factor (=1 LP),
Collection Rules,Collection Rules,
Collection Tier,Collection Tier,
Color,Color,
Colour,Colour,
Column in Bank File,Column in Bank File,
Column {0},Column {0},
Columns are not according to template. Please compare the uploaded file with standard template,Columns are not according to template. Please compare the uploaded file with standard template,
Combined invoice portion must equal 100%,Combined invoice portion must equal 100%,
Comments,Comments,
Commercial,Commercial,
Commission,Commission,
Commission Rate,Commission Rate,
Commission Rate %,Commission Rate %,
Commission Rate (%),Commission Rate (%),
Commission on Sales,Commission on Sales,
Common Code,Common Code,
Communication,Communication,
Communication Channel,Communication Channel,
Communication Medium,Communication Medium,
Communication Medium Timeslot,Communication Medium Timeslot,
Communication Medium Type,Communication Medium Type,
Compact Item Print,Compact Item Print,
Companies,Companies,
Company,Company,
Company Abbreviation,Company Abbreviation,
Company Abbreviation cannot have more than 5 characters,Company Abbreviation cannot have more than 5 characters,
Company Account,Company Account,
Company Address,Company Address,
Company Address Display,Company Address Display,
Company Address Name,Company Address Name,
Company Bank Account,Company Bank Account,
Company Billing Address,Company Billing Address,
Company Contact Person,Company Contact Person,
Company Description,Company Description,
Company Description for website homepage,Company Description for website homepage,
Company Details,Company Details,
Company Email,Company Email,
Company Logo,Company Logo,
Company Name,Company Name,
Company Name cannot be Company,Company Name cannot be Company,
Company Not Linked,Company Not Linked,
Company Shipping Address,Company Shipping Address,
Company Tagline for website homepage,Company Tagline for website homepage,
Company Tax ID,Company Tax ID,
Company and Posting Date is mandatory,Company and Posting Date is mandatory,
Company currencies of both the companies should match for Inter Company Transactions.,Company currencies of both the companies should match for Inter Company Transactions.,
Company field is required,Company field is required,
Company is manadatory for company account,Company is manadatory for company account,
Company is mandatory,Company is mandatory,
Company is mandatory for generating an invoice. Please set a default company in Global Defaults.,Company is mandatory for generating an invoice. Please set a default company in Global Defaults.,
Company name not same,Company name not same,
Company of asset {0} and purchase document {1} doesn't matches.,Company of asset {0} and purchase document {1} doesn't matches.,
Company registration numbers for your reference. Tax numbers etc.,Company registration numbers for your reference. Tax numbers etc.,
Company which internal customer represents,Company which internal customer represents,
Company which internal customer represents.,Company which internal customer represents.,
Company which internal supplier represents,Company which internal supplier represents,
Company {0} added multiple times,Company {0} added multiple times,
Company {0} does not exist,Company {0} does not exist,
Company {0} is added more than once,Company {0} is added more than once,
Company {} does not exist yet. Taxes setup aborted.,Company {} does not exist yet. Taxes setup aborted.,
Company {} does not match with POS Profile Company {},Company {} does not match with POS Profile Company {},
Competitor,Competitor,
Competitor Detail,Competitor Detail,
Competitor Name,Competitor Name,
Competitors,Competitors,
Complete,Complete,
Complete Job,Complete Job,
Complete Order,Complete Order,
Completed,Completed,
Completed By,Completed By,
Completed On,Completed On,
Completed On cannot be greater than Today,Completed On cannot be greater than Today,
Completed Operation,Completed Operation,
Completed Qty,Completed Qty,
Completed Qty cannot be greater than 'Qty to Manufacture',Completed Qty cannot be greater than 'Qty to Manufacture',
Completed Quantity,Completed Quantity,
Completed Tasks,Completed Tasks,
Completed Time,Completed Time,
Completed Work Orders,Completed Work Orders,
Completion,Completion,
Completion By,Completion By,
Completion Date,Completion Date,
Completion Date can not be before Failure Date. Please adjust the dates accordingly.,Completion Date can not be before Failure Date. Please adjust the dates accordingly.,
Completion Status,Completion Status,
Comprehensive Insurance,Comprehensive Insurance,
Computer,Computer,
Condition,Condition,
Conditional Rule,Conditional Rule,
Conditional Rule Examples,Conditional Rule Examples,
Configuration,Configuration,
Configure Product Assembly,Configure Product Assembly,
Configure the action to stop the transaction or just warn if the same rate is not maintained.,Configure the action to stop the transaction or just warn if the same rate is not maintained.,
Configure the default Price List when creating a new Purchase transaction. Item prices will be fetched from this Price List.,Configure the default Price List when creating a new Purchase transaction. Item prices will be fetched from this Price List.,
Confirmation Date,Confirmation Date,
Connections,Connections,
Consider Accounting Dimensions,Consider Accounting Dimensions,
Consider Entire Party Ledger Amount,Consider Entire Party Ledger Amount,
Consider Minimum Order Qty,Consider Minimum Order Qty,
Consider Rejected Warehouses,Consider Rejected Warehouses,
Consider Tax or Charge for,Consider Tax or Charge for,
Considered In Paid Amount,Considered In Paid Amount,
Consolidate Sales Order Items,Consolidate Sales Order Items,
Consolidate Sub Assembly Items,Consolidate Sub Assembly Items,
Consolidated,Consolidated,
Consolidated Credit Note,Consolidated Credit Note,
Consolidated Financial Statement,Consolidated Financial Statement,
Consolidated Sales Invoice,Consolidated Sales Invoice,
Consumable,Consumable,
Consumable Cost,Consumable Cost,
Consumed,Consumed,
Consumed Amount,Consumed Amount,
Consumed Asset Total Value,Consumed Asset Total Value,
Consumed Assets,Consumed Assets,
Consumed Items,Consumed Items,
Consumed Qty,Consumed Qty,
Consumed Quantity,Consumed Quantity,
Consumed Stock Items,Consumed Stock Items,
Consumed Stock Items or Consumed Asset Items are mandatory for creating new composite asset,Consumed Stock Items or Consumed Asset Items are mandatory for creating new composite asset,
"Consumed Stock Items, Consumed Asset Items or Consumed Service Items is mandatory for Capitalization","Consumed Stock Items, Consumed Asset Items or Consumed Service Items is mandatory for Capitalization",
Consumed Stock Total Value,Consumed Stock Total Value,
Consumption Rate,Consumption Rate,
Contact,Contact,
Contact Desc,Contact Desc,
Contact Details,Contact Details,
Contact Email,Contact Email,
Contact HTML,Contact HTML,
Contact Info,Contact Info,
Contact Information,Contact Information,
Contact List,Contact List,
Contact Mobile,Contact Mobile,
Contact Mobile No,Contact Mobile No,
Contact Name,Contact Name,
Contact Person,Contact Person,
Contact Person does not belong to the {0},Contact Person does not belong to the {0},
Content,Content,
Content Type,Content Type,
Continue,Continue,
Contra Entry,Contra Entry,
Contract,Contract,
Contract Details,Contract Details,
Contract End Date,Contract End Date,
Contract Fulfilment Checklist,Contract Fulfilment Checklist,
Contract Period,Contract Period,
Contract Template,Contract Template,
Contract Template Fulfilment Terms,Contract Template Fulfilment Terms,
Contract Template Help,Contract Template Help,
Contract Terms,Contract Terms,
Contract Terms and Conditions,Contract Terms and Conditions,
Contribution %,Contribution %,
Contribution Amount,Contribution Amount,
Contribution Qty,Contribution Qty,
Control Action,Control Action,
Control Historical Stock Transactions,Control Historical Stock Transactions,
Conversion Factor,Conversion Factor,
Conversion Rate,Conversion Rate,
Conversion factor for default Unit of Measure must be 1 in row {0},Conversion factor for default Unit of Measure must be 1 in row {0},
Conversion factor for item {0} has been reset to 1.0 as the uom {1} is same as stock uom {2}.,Conversion factor for item {0} has been reset to 1.0 as the uom {1} is same as stock uom {2}.,
Conversion rate cannot be 0,Conversion rate cannot be 0,
"Conversion rate is 1.00, but document currency is different from company currency","Conversion rate is 1.00, but document currency is different from company currency",
Conversion rate must be 1.00 if document currency is same as company currency,Conversion rate must be 1.00 if document currency is same as company currency,
Convert Item Description to Clean HTML in Transactions,Convert Item Description to Clean HTML in Transactions,
Convert to Group,Convert to Group,
Convert to Item Based Reposting,Convert to Item Based Reposting,
Convert to Ledger,Convert to Ledger,Warehouse
Convert to Non-Group,Convert to Non-Group,
Converted,Converted,
Copied From,Copied From,
Copy Fields to Variant,Copy Fields to Variant,
Corrective,Corrective,
Corrective Action,Corrective Action,
Corrective Job Card,Corrective Job Card,
Corrective Operation,Corrective Operation,
Corrective Operation Cost,Corrective Operation Cost,
Corrective/Preventive,Corrective/Preventive,
Cost,Cost,
Cost Center,Cost Center,
Cost Center Allocation,Cost Center Allocation,
Cost Center Allocation Percentage,Cost Center Allocation Percentage,
Cost Center Allocation Percentages,Cost Center Allocation Percentages,
Cost Center Name,Cost Center Name,
Cost Center Number,Cost Center Number,
Cost Center for Item rows has been updated to {0},Cost Center for Item rows has been updated to {0},
"Cost Center is a part of Cost Center Allocation, hence cannot be converted to a group","Cost Center is a part of Cost Center Allocation, hence cannot be converted to a group",
Cost Center is required in row {0} in Taxes table for type {1},Cost Center is required in row {0} in Taxes table for type {1},
Cost Center with Allocation records can not be converted to a group,Cost Center with Allocation records can not be converted to a group,
Cost Center with existing transactions can not be converted to group,Cost Center with existing transactions can not be converted to group,
Cost Center with existing transactions can not be converted to ledger,Cost Center with existing transactions can not be converted to ledger,
Cost Center {0} cannot be used for allocation as it is used as main cost center in other allocation record.,Cost Center {0} cannot be used for allocation as it is used as main cost center in other allocation record.,
Cost Center {} doesn't belong to Company {},Cost Center {} doesn't belong to Company {},
Cost Center {} is a group cost center and group cost centers cannot be used in transactions,Cost Center {} is a group cost center and group cost centers cannot be used in transactions,
Cost Center: {0} does not exist,Cost Center: {0} does not exist,
Cost Centers,Cost Centers,
Cost Configuration,Cost Configuration,
Cost Per Unit,Cost Per Unit,
Cost of Delivered Items,Cost of Delivered Items,
Cost of Goods Sold,Cost of Goods Sold,
Cost of Issued Items,Cost of Issued Items,
Cost of Poor Quality Report,Cost of Poor Quality Report,
Cost of Purchased Items,Cost of Purchased Items,
Cost of various activities,Cost of various activities,
Cost to Company (CTC),Cost to Company (CTC),
Costing,Costing,
Costing Amount,Costing Amount,
Costing Details,Costing Details,
Costing Rate,Costing Rate,
Costing and Billing,Costing and Billing,
Could Not Delete Demo Data,Could Not Delete Demo Data,
Could not auto create Customer due to the following missing mandatory field(s):,Could not auto create Customer due to the following missing mandatory field(s):,
Could not auto update shifts. Shift with shift factor {0} needed.,Could not auto update shifts. Shift with shift factor {0} needed.,
"Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again","Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again",
Could not detect the Company for updating Bank Accounts,Could not detect the Company for updating Bank Accounts,
Could not retrieve information for {0}.,Could not retrieve information for {0}.,
Could not solve criteria score function for {0}. Make sure the formula is valid.,Could not solve criteria score function for {0}. Make sure the formula is valid.,
Could not solve weighted score function. Make sure the formula is valid.,Could not solve weighted score function. Make sure the formula is valid.,
"Could not update stock, invoice contains drop shipping item.","Could not update stock, invoice contains drop shipping item.",
Count,Count,
Country,Country,
Country Code in File does not match with country code set up in the system,Country Code in File does not match with country code set up in the system,
Country of Origin,Country of Origin,
Coupon Code,Coupon Code,
Coupon Code Based,Coupon Code Based,
Coupon Description,Coupon Description,
Coupon Name,Coupon Name,
Coupon Type,Coupon Type,
Cr,Cr,r
Create,Create,
Create Chart Of Accounts Based On,Create Chart Of Accounts Based On,
Create Delivery Trip,Create Delivery Trip,
Create Depreciation Entry,Create Depreciation Entry,
Create Employee,Create Employee,
Create Employee Records,Create Employee Records,
Create Employee records.,Create Employee records.,
Create Grouped Asset,Create Grouped Asset,
Create Inter Company Journal Entry,Create Inter Company Journal Entry,
Create Invoices,Create Invoices,
Create Job Card,Create Job Card,
Create Job Card based on Batch Size,Create Job Card based on Batch Size,
Create Journal Entries,Create Journal Entries,
Create Journal Entry,Create Journal Entry,
Create Lead,Create Lead,
Create Leads,Create Leads,
Create Ledger Entries for Change Amount,Create Ledger Entries for Change Amount,
Create Link,Create Link,
Create Missing Party,Create Missing Party,
Create Multi-level BOM,Create Multi-level BOM,
Create New Contact,Create New Contact,
Create New Customer,Create New Customer,
Create New Lead,Create New Lead,
Create Opportunity,Create Opportunity,
Create POS Opening Entry,Create POS Opening Entry,
Create Payment Entry,Create Payment Entry,
Create Pick List,Create Pick List,
Create Print Format,Create Print Format,
Create Prospect,Create Prospect,
Create Purchase Order,Create Purchase Order,
Create Purchase Orders,Create Purchase Orders,
Create Quotation,Create Quotation,
Create Receiver List,Create Receiver List,
Create Reposting Entries,Create Reposting Entries,
Create Reposting Entry,Create Reposting Entry,
Create Sales Invoice,Create Sales Invoice,
Create Sales Order,Create Sales Order,
Create Sales Orders to help you plan your work and deliver on-time,Create Sales Orders to help you plan your work and deliver on-time,
Create Sample Retention Stock Entry,Create Sample Retention Stock Entry,
Create Stock Entry,Create Stock Entry,
Create Supplier Quotation,Create Supplier Quotation,
Create Tax Template,Create Tax Template,
Create Timesheet,Create Timesheet,
Create User,Create User,
Create User Permission,Create User Permission,
Create Users,Create Users,
Create Variant,Create Variant,
Create Variants,Create Variants,
Create Workstation,Create Workstation,
Create a new composite asset,Create a new composite asset,
Create a variant with the template image.,Create a variant with the template image.,
Create an incoming stock transaction for the Item.,Create an incoming stock transaction for the Item.,
Create customer quotes,Create customer quotes,
Create in Draft Status,Create in Draft Status,
Create missing customer or supplier.,Create missing customer or supplier.,
Create {0} {1} ?,Create {0} {1} ?,
Created On,Created On,
Created {0} scorecards for {1} between:,Created {0} scorecards for {1} between:,
Creating Accounts...,Creating Accounts...,
Creating Delivery Note ...,Creating Delivery Note ...,
Creating Dimensions...,Creating Dimensions...,
Creating Journal Entries...,Creating Journal Entries...,
Creating Packing Slip ...,Creating Packing Slip ...,
Creating Purchase Invoices ...,Creating Purchase Invoices ...,
Creating Purchase Order ...,Creating Purchase Order ...,
Creating Purchase Receipt ...,Creating Purchase Receipt ...,
Creating Sales Invoices ...,Creating Sales Invoices ...,
Creating Stock Entry,Creating Stock Entry,
Creating Subcontracting Order ...,Creating Subcontracting Order ...,
Creating Subcontracting Receipt ...,Creating Subcontracting Receipt ...,
Creating User...,Creating User...,
Creating {} out of {} {},Creating {} out of {} {},
Creation,Creation,
Creation Document No,Creation Document No,
Creation of <b><a href='/app/{0}'>{1}(s)</a></b> successful,Creation of <b><a href='/app/{0}'>{1}(s)</a></b> successful,
"Creation of {0} failed.
				Check <b><a href=""/app/bulk-transaction-log"">Bulk Transaction Log</a></b>","Creation of {0} failed.
				Check <b><a href=""/app/bulk-transaction-log"">Bulk Transaction Log</a></b>",
"Creation of {0} partially successful.
				Check <b><a href=""/app/bulk-transaction-log"">Bulk Transaction Log</a></b>","Creation of {0} partially successful.
				Check <b><a href=""/app/bulk-transaction-log"">Bulk Transaction Log</a></b>",
Credit,Credit,
Credit (Transaction),Credit (Transaction),
Credit ({0}),Credit ({0}),
Credit Account,Credit Account,
Credit Amount,Credit Amount,
Credit Amount in Account Currency,Credit Amount in Account Currency,
Credit Amount in Transaction Currency,Credit Amount in Transaction Currency,
Credit Balance,Credit Balance,
Credit Card,Credit Card,
Credit Card Entry,Credit Card Entry,
Credit Days,Credit Days,
Credit Limit,Credit Limit,
Credit Limit Crossed,Credit Limit Crossed,
Credit Limit Settings,Credit Limit Settings,
Credit Limit and Payment Terms,Credit Limit and Payment Terms,
Credit Limits,Credit Limits,
Credit Months,Credit Months,
Credit Note,Credit Note,
Credit Note Amount,Credit Note Amount,
Credit Note Issued,Credit Note Issued,
"Credit Note will update it's own outstanding amount, even if 'Return Against' is specified.","Credit Note will update it's own outstanding amount, even if 'Return Against' is specified.",
Credit Note {0} has been created automatically,Credit Note {0} has been created automatically,
Credit To,Credit To,
Credit in Company Currency,Credit in Company Currency,
Credit limit has been crossed for customer {0} ({1}/{2}),Credit limit has been crossed for customer {0} ({1}/{2}),
Credit limit is already defined for the Company {0},Credit limit is already defined for the Company {0},
Credit limit reached for customer {0},Credit limit reached for customer {0},
Creditors,Creditors,
Criteria,Criteria,
Criteria Formula,Criteria Formula,
Criteria Name,Criteria Name,
Criteria Setup,Criteria Setup,
Criteria Weight,Criteria Weight,
Criteria weights must add up to 100%,Criteria weights must add up to 100%,
Cron Interval should be between 1 and 59 Min,Cron Interval should be between 1 and 59 Min,
Cross Listing of Item in multiple groups,Cross Listing of Item in multiple groups,
Cumulative Transaction Threshold,Cumulative Transaction Threshold,
Currency,Currency,
Currency Exchange,Currency Exchange,
Currency Exchange Settings,Currency Exchange Settings,
Currency Exchange Settings Details,Currency Exchange Settings Details,
Currency Exchange Settings Result,Currency Exchange Settings Result,
Currency Exchange must be applicable for Buying or for Selling.,Currency Exchange must be applicable for Buying or for Selling.,
Currency and Price List,Currency and Price List,
Currency can not be changed after making entries using some other currency,Currency can not be changed after making entries using some other currency,
Currency for {0} must be {1},Currency for {0} must be {1},
Currency of the Closing Account must be {0},Currency of the Closing Account must be {0},
Currency of the price list {0} must be {1} or {2},Currency of the price list {0} must be {1} or {2},
Currency should be same as Price List Currency: {0},Currency should be same as Price List Currency: {0},
Current Address,Current Address,
Current Address Is,Current Address Is,
Current Amount,Current Amount,
Current Asset,Current Asset,
Current Asset Value,Current Asset Value,
Current Assets,Current Assets,
Current BOM,Current BOM,
Current BOM and New BOM can not be same,Current BOM and New BOM can not be same,
Current Exchange Rate,Current Exchange Rate,
Current Index,Current Index,
Current Invoice End Date,Current Invoice End Date,
Current Invoice Start Date,Current Invoice Start Date,
Current Level,Current Level,
Current Liabilities,Current Liabilities,
Current Liability,Current Liability,
Current Node,Current Node,
Current Qty,Current Qty,
Current Serial / Batch Bundle,Current Serial / Batch Bundle,
Current Serial No,Current Serial No,
Current State,Current State,
Current Status,Current Status,
Current Stock,Current Stock,
Current Time,Current Time,
Current Valuation Rate,Current Valuation Rate,
Cushion,Cushion,
Custodian,Custodian,
Custody,Custody,
Custom,Custom,
Custom HTML,Custom HTML,
Custom Remarks,Custom Remarks,
Custom delimiters,Custom delimiters,
Custom?,Custom?,
Customer,Khách Hàng,
Customer / Item / Item Group,Customer / Item / Item Group,
Customer / Lead Address,Customer / Lead Address,
Customer > Customer Group > Territory,Customer > Customer Group > Territory,
Customer Acquisition and Loyalty,Customer Acquisition and Loyalty,
Customer Address,Customer Address,
Customer Code,Customer Code,
Customer Contact,Customer Contact,
Customer Contact Email,Customer Contact Email,
Customer Credit Balance,Customer Credit Balance,
Customer Credit Limit,Customer Credit Limit,
Customer Defaults,Customer Defaults,
Customer Details,Customer Details,
Customer Feedback,Customer Feedback,
Customer Group,Customer Group,
Customer Group Item,Customer Group Item,
Customer Group Name,Customer Group Name,
Customer Group: {0} does not exist,Customer Group: {0} does not exist,
Customer Groups,Customer Groups,
Customer Item,Customer Item,
Customer Items,Customer Items,
Customer LPO,Customer LPO,
Customer LPO No.,Customer LPO No.,
Customer Ledger Summary,Customer Ledger Summary,
Customer Mobile No,Customer Mobile No,
Customer Name,Customer Name,
Customer Naming By,Customer Naming By,
Customer PO,Customer PO,
Customer PO Details,Customer PO Details,
Customer POS Id,Customer POS Id,
Customer POS id,Customer POS id,
Customer Portal Users,Customer Portal Users,
Customer Provided,Customer Provided,
Customer Service,Customer Service,
Customer Territory,Customer Territory,
Customer Warehouse (Optional),Customer Warehouse (Optional),
Customer contact updated successfully.,Customer contact updated successfully.,
Customer is required,Customer is required,
Customer isn't enrolled in any Loyalty Program,Customer isn't enrolled in any Loyalty Program,
Customer or Item,Customer or Item,
Customer required for 'Customerwise Discount',Customer required for 'Customerwise Discount',
Customer {0} does not belong to project {1},Customer {0} does not belong to project {1},
Customer's Item Code,Customer's Item Code,
Customer's Purchase Order,Customer's Purchase Order,
Customer's Purchase Order Date,Customer's Purchase Order Date,
Customer's Purchase Order No,Customer's Purchase Order No,
Customer-wise Item Price,Customer-wise Item Price,
Customer/Lead Name,Customer/Lead Name,
Customers,Customers,
Customers Without Any Sales Transactions,Customers Without Any Sales Transactions,
Customers not selected.,Customers not selected.,
Customerwise Discount,Customerwise Discount,
Customize Homepage Sections,Customize Homepage Sections,
Customs Tariff Number,Customs Tariff Number,
Cài Đặt,Cài Đặt,
Cá Nhân,Cá Nhân,
Có Biến Thể,Có Biến Thể,
Có Quản Lý Tồn,Có Quản Lý Tồn,
Có Serial,Có Serial,
Có Thời Hạn,Có Thời Hạn,
Cục Cảnh sát QLHC về TTXH,Cục Cảnh sát QLHC về TTXH,
"Cục Cảnh sát đăng ký, quản lý cư trú và dữ liệu quốc gia về dân cư","Cục Cảnh sát đăng ký, quản lý cư trú và dữ liệu quốc gia về dân cư",
D,D,
D - E,D - E,
DFS,DFS,
DT-,DT-,
DUNN-.MM.-.YY.-,DUNN-.MM.-.YY.-,
Daily,Daily,
Daily Project Summary for {0},Daily Project Summary for {0},
Daily Reminders,Daily Reminders,
Daily Time to send,Daily Time to send,
Daily Timesheet Summary,Daily Timesheet Summary,
Danh Mục Sản Phẩm,Danh Mục Sản Phẩm,
Danh Sách Địa Chỉ & Liên Hệ,Danh Sách Địa Chỉ & Liên Hệ,
Danh mục sản phẩm,Danh mục sản phẩm,
Dashboard,Dashboard,
Data Based On,Data Based On,
Data Import Configuration,Data Import Configuration,
Date,Date,
Date Based On,Date Based On,
Date Of Retirement,Date Of Retirement,
Date Settings,Date Settings,
Date must be between {0} and {1},Date must be between {0} and {1},
Date of Birth,Date of Birth,
Date of Birth cannot be greater than today.,Date of Birth cannot be greater than today.,
Date of Commencement,Date of Commencement,
Date of Commencement should be greater than Date of Incorporation,Date of Commencement should be greater than Date of Incorporation,
Date of Establishment,Date of Establishment,
Date of Incorporation,Date of Incorporation,
Date of Issue,Date of Issue,
Date of Joining,Date of Joining,
Date of Transaction,Date of Transaction,
Dates,Dates,
Day,Day,
Day Of Week,Day Of Week,
Day of Week,Day of Week,
Day to Send,Day to Send,
Day(s) after invoice date,Day(s) after invoice date,
Day(s) after the end of the invoice month,Day(s) after the end of the invoice month,
Days,Days,
Days Since Last Order,Days Since Last Order,
Days Since Last order,Days Since Last order,
Days Until Due,Days Until Due,
Days before the current subscription period,Days before the current subscription period,
DeLinked,DeLinked,
Deal Owner,Deal Owner,
Dear,Dear,
"Dear System Manager,","Dear System Manager,",
Debit,Debit,
Debit (Transaction),Debit (Transaction),
Debit ({0}),Debit ({0}),
Debit Account,Debit Account,
Debit Amount,Debit Amount,
Debit Amount in Account Currency,Debit Amount in Account Currency,
Debit Amount in Transaction Currency,Debit Amount in Transaction Currency,
Debit Note,Debit Note,
Debit Note Amount,Debit Note Amount,
Debit Note Issued,Debit Note Issued,
"Debit Note will update it's own outstanding amount, even if 'Return Against' is specified.","Debit Note will update it's own outstanding amount, even if 'Return Against' is specified.",
Debit To,Debit To,
Debit To is required,Debit To is required,
Debit and Credit not equal for {0} #{1}. Difference is {2}.,Debit and Credit not equal for {0} #{1}. Difference is {2}.,
Debit in Company Currency,Debit in Company Currency,
Debit to,Debit to,
Debit-Credit Mismatch,Debit-Credit Mismatch,
Debit-Credit mismatch,Debit-Credit mismatch,
Debtors,Debtors,
Declare Lost,Declare Lost,
Deduct,Deduct,
Deductee Details,Deductee Details,
Deductions or Loss,Deductions or Loss,
Default,Default,
Default Account,Default Account,
Default Accounts,Default Accounts,
Default Activity Cost exists for Activity Type - {0},Default Activity Cost exists for Activity Type - {0},
Default Advance Account,Default Advance Account,
Default Advance Paid Account,Default Advance Paid Account,
Default Advance Received Account,Default Advance Received Account,
Default BOM,Default BOM,
Default BOM ({0}) must be active for this item or its template,Default BOM ({0}) must be active for this item or its template,
Default BOM for {0} not found,Default BOM for {0} not found,
Default BOM not found for FG Item {0},Default BOM not found for FG Item {0},
Default BOM not found for Item {0} and Project {1},Default BOM not found for Item {0} and Project {1},
Default Bank Account,Default Bank Account,
Default Billing Rate,Default Billing Rate,
Default Buying Cost Center,Default Buying Cost Center,
Default Buying Price List,Default Buying Price List,
Default Buying Terms,Default Buying Terms,
Default Cash Account,Default Cash Account,
Default Common Code,Default Common Code,
Default Company,Default Company,
Default Company Bank Account,Default Company Bank Account,
Default Cost Center,Default Cost Center,
Default Cost of Goods Sold Account,Default Cost of Goods Sold Account,
Default Costing Rate,Default Costing Rate,
Default Currency,Default Currency,
Default Customer Group,Default Customer Group,
Default Deferred Expense Account,Default Deferred Expense Account,
Default Deferred Revenue Account,Default Deferred Revenue Account,
Default Dimension,Default Dimension,
Default Discount Account,Default Discount Account,
Default Distance Unit,Default Distance Unit,
Default Expense Account,Default Expense Account,
Default Finance Book,Default Finance Book,
Default Finished Goods Warehouse,Default Finished Goods Warehouse,
Default Holiday List,Default Holiday List,
Default In-Transit Warehouse,Default In-Transit Warehouse,
Default Income Account,Default Income Account,
Default Inventory Account,Default Inventory Account,
Default Item Group,Default Item Group,
Default Item Manufacturer,Default Item Manufacturer,
Default Letter Head,Default Letter Head,
Default Manufacturer Part No,Default Manufacturer Part No,
Default Material Request Type,Default Material Request Type,
Default Operating Cost Account,Default Operating Cost Account,
Default Payable Account,Default Payable Account,
Default Payment Discount Account,Default Payment Discount Account,
Default Payment Request Message,Default Payment Request Message,
Default Payment Terms Template,Default Payment Terms Template,
Default Price List,Default Price List,
Default Priority,Default Priority,
Default Provisional Account,Default Provisional Account,
Default Purchase Unit of Measure,Default Purchase Unit of Measure,
Default Quotation Validity Days,Default Quotation Validity Days,
Default Receivable Account,Default Receivable Account,
Default Sales Unit of Measure,Default Sales Unit of Measure,
Default Scrap Warehouse,Default Scrap Warehouse,
Default Selling Cost Center,Default Selling Cost Center,
Default Selling Terms,Default Selling Terms,
Default Service Level Agreement,Default Service Level Agreement,
Default Service Level Agreement for {0} already exists.,Default Service Level Agreement for {0} already exists.,
Default Source Warehouse,Default Source Warehouse,
Default Stock UOM,Default Stock UOM,
Default Supplier,Default Supplier,
Default Supplier Group,Default Supplier Group,
Default Target Warehouse,Default Target Warehouse,
Default Territory,Default Territory,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You need to either cancel the linked documents or create a new Item.,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You need to either cancel the linked documents or create a new Item.,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',
Default Valuation Method,Default Valuation Method,
Default Value,Default Value,
Default Warehouse,Default Warehouse,
Default Warehouse for Sales Return,Default Warehouse for Sales Return,
Default Warehouses for Production,Default Warehouses for Production,
Default Work In Progress Warehouse,Default Work In Progress Warehouse,
Default Workstation,Default Workstation,
Default account will be automatically updated in POS Invoice when this mode is selected.,Default account will be automatically updated in POS Invoice when this mode is selected.,
Default settings for your stock-related transactions,Default settings for your stock-related transactions,
"Default tax templates for sales, purchase and items are created.","Default tax templates for sales, purchase and items are created.",
Default: 10 mins,Default: 10 mins,
Defaults,Defaults,
Deferred Accounting,Deferred Accounting,
Deferred Accounting Defaults,Deferred Accounting Defaults,
Deferred Accounting Settings,Deferred Accounting Settings,
Deferred Expense,Deferred Expense,
Deferred Expense Account,Deferred Expense Account,
Deferred Revenue,Deferred Revenue,
Deferred Revenue Account,Deferred Revenue Account,
Deferred Revenue and Expense,Deferred Revenue and Expense,
Deferred accounting failed for some invoices:,Deferred accounting failed for some invoices:,
Define Project type.,Define Project type.,
Delay (In Days),Delay (In Days),
Delay (in Days),Delay (in Days),
Delay between Delivery Stops,Delay between Delivery Stops,
Delay in payment (Days),Delay in payment (Days),
Delayed,Delayed,
Delayed Days,Delayed Days,
Delayed Item Report,Delayed Item Report,
